,traveller_username,date,covid,star,rating,aspect_sentiment,count_topic_0,count_topic_2,count_topic_4,topic_0,topic_2,topic_4,count_topic_3,count_topic_1,topic_3,topic_1
4799,n0blej0n,2022-05-01,PostCovid,4,,[],,,,,,,,,,
4800,Rebekah08,2022-05-01,PostCovid,4,,"[[room, basic, 2]]",,1.0,,,0.0,,,,,
4801,JimmyEastCoast,2022-05-01,PostCovid,4,,"[[bed, nice, 3], [hotel, good, 0], [restaur, incred, 0]]",2.0,,,0.35,,,1.0,,0.6,
4802,judysein,2022-05-01,PostCovid,4,,"[[howev, great, 2], [stay, whole, 1]]",,1.0,,,0.8,,,1.0,,0.2
4803,58me88vgqg,2022-05-01,PostCovid,4,,"[[night, much, 3]]",,,,,,,1.0,,0.2,
4804,rs6bt8tbj4o6z1874c,2022-05-01,PostCovid,4,,[],,,,,,,,,,
4805,rs6bt8tfkx8in19a0d,2022-05-01,PostCovid,4,,"[[howev, smaller, 2], [room, current, 2], [stay, good, 1]]",,2.0,,,0.0,,,1.0,,0.7
4806,nettera13,2022-05-01,PostCovid,4,,"[[time, small, 1]]",,,,,,,,1.0,,-0.25
4807,Niko N,2022-05-01,PostCovid,4,,"[[pool, close, 3], [bed, small, 3], [room, good, 2], [check, old, 4], [restaur, nice, 0], [time, uoubal, 1]]",1.0,1.0,1.0,0.6,0.7,0.1,2.0,1.0,-0.125,0.0
4808,Kathryn M,2022-05-01,PostCovid,4,,"[[stay, previous, 1], [time, covid, 1], [time, good, 1], [room, pre, 2], [breakfast, clean, 3]]",,1.0,,,0.0,,1.0,3.0,0.3666666666666667,0.17777777777777778
4809,broger475256,2022-05-01,PostCovid,4,,"[[pool, good, 3], [pool, nice, 3], [room, modern, 2], [pool, big, 3]]",,1.0,,,0.2,,3.0,,0.4333333333333333,
4810,Dianasila,2022-05-01,PostCovid,4,,"[[staff, riversid, 1], [staff, conciergw, 1]]",,,,,,,,2.0,,0.0
4811,asooks757562,2022-04-01,PostCovid,4,,"[[place, nice, 0], [restaur, good, 0]]",2.0,,,0.6499999999999999,,,,,,
4812,dcbonabon,2022-05-01,PostCovid,4,,"[[place, better, 0]]",1.0,,,0.5,,,,,,
4813,willeden2022,2022-05-01,PostCovid,4,,"[[staff, singapor, 1], [staff, reopen, 1], [room, due, 2], [room, open, 2], [room, singapor, 2], [staff, clean, 1]]",,3.0,,,-0.041666666666666664,,,3.0,,0.12222222222222223
4814,Patr I,2022-05-01,PostCovid,4,,"[[room, old, 2], [room, nicer, 2], [check, 'even one', 4], [night, 'instead nine', 3]]",,2.0,1.0,,0.05,0.0,1.0,,0.0,
4815,Peter & Janice,2022-04-01,PostCovid,4,,"[[restaur, good, 0], [restaur, select, 0], [room, overal, 2]]",2.0,1.0,,0.35,0.0,,,,,
4816,guestO3957OP,2022-04-01,PostCovid,4,,"[[floor, first, 2], [day, next, 4]]",,1.0,1.0,,0.25,0.0,,,,
4817,Róisín M,2022-04-01,PostCovid,4,,"[[hotel, great, 0], [room, clean, 2], [room, modern, 2]]",1.0,2.0,,0.8,0.2833333333333333,,,,,
4818,Manish S,2022-04-01,PostCovid,4,,"[[friendli, nice, 1], [staff, 'well train', 1]]",,,,,,,,2.0,,0.3
4819,tlani15,2022-04-01,PostCovid,4,,"[[day, everi, 4]]",,,1.0,,,0.0,,,,
4820,itsmeashish,2022-04-01,PostCovid,4,,"[[room, cruis, 2], [restaur, close, 0], [stay, good, 1]]",1.0,1.0,,0.0,0.0,,,1.0,,0.7
4821,ayau718,2022-04-01,PostCovid,4,,"[[help, nice, 1], [room, nice, 2], [room, clean, 2], [day, everi, 4]]",,2.0,1.0,,0.48333333333333334,0.0,,1.0,,0.6
4822,stalwa150421,2022-04-01,PostCovid,4,,"[[place, servic, 0], [place, disgust, 0], [room, luggag, 2]]",2.0,1.0,,0.0,0.0,,,,,
4823,jenecrosby,2022-04-01,PostCovid,4,,"[[day, last, 4]]",,,1.0,,,0.0,,,,
4824,1964Hans1964,2022-04-01,PostCovid,4,,"[[room, clean, 2]]",,1.0,,,0.3666666666666667,,,,,
4825,gpetkeviciene,2022-04-01,PostCovid,4,,"[[room, nice, 2], [room, clean, 2]]",,2.0,,,0.48333333333333334,,,,,
4826,gomezruizpa,2022-04-01,PostCovid,4,,"[[pool, small, 3]]",,,,,,,1.0,,-0.25,
4827,axelsahnung,2022-04-01,PostCovid,4,,[],,,,,,,,,,
4828,bluebeachesdrawmein,2022-04-01,PostCovid,4,,"[[check, short, 4], [staff, min, 1], [staff, polit, 1], [room, less, 2], [room, free, 2], [room, direct, 2], [check, morn, 4]]",,3.0,2.0,,0.11111111111111112,0.0,,2.0,,0.0
4829,awatt1957,2022-04-01,PostCovid,4,,[],,,,,,,,,,
4830,chen123459,2022-04-01,PostCovid,4,,[],,,,,,,,,,
4831,Peter H,2022-04-01,PostCovid,4,,"[[room, close, 2], [room, clean, 2]]",,2.0,,,0.18333333333333335,,,,,
4832,Sze Sze O,2022-04-01,PostCovid,4,,"[[help, great, 1], [night, middl, 3], [book, direct, 4]]",,,1.0,,,0.1,1.0,1.0,0.0,0.8
4833,apawla408259,2022-04-01,PostCovid,4,,"[[restaur, great, 0], [help, nice, 1], [room, covid, 2], [room, clean, 2], [day, clean, 4]]",1.0,2.0,1.0,0.8,0.18333333333333335,0.3666666666666667,,1.0,,0.6
4834,mesutormankiran,2022-03-01,Covid,4,,"[[time, sever, 1], [hotel, covid, 0], [hotel, 'even covid', 0]]",2.0,,,0.0,,,,1.0,,0.0
4835,Seen,2022-04-01,PostCovid,4,,"[[friendli, nice, 1], [friendli, clean, 1], [shop, close, 0]]",1.0,,,0.0,,,,2.0,,0.48333333333333334
4836,2guests2022,2022-04-01,PostCovid,4,,"[[room, small, 2], [room, clean, 2], [time, better, 1]]",,2.0,,,0.05833333333333335,,,1.0,,0.5
4837,uwevoith2022,2022-04-01,PostCovid,4,,[],,,,,,,,,,
4838,C_Sahni,2022-04-01,PostCovid,4,,"[[use, 'also bare', 4], [room, main, 2], [hotel, older, 0], [time, blind, 1], [time, entir, 1]]",1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.05,,2.0,,-0.25
4839,213sams2022,2022-04-01,PostCovid,4,,"[[room, cool, 2]]",,1.0,,,0.35,,,,,
4840,Lifang77,2022-04-01,PostCovid,4,,"[[pool, great, 3], [pool, great, 3], [room, clean, 2], [day, clean, 4]]",,1.0,1.0,,0.3666666666666667,0.3666666666666667,2.0,,0.8,
4841,Jake,2022-04-01,PostCovid,4,,"[[hotel, free, 0], [hotel, normal, 0], [bed, nice, 3], [staff, good, 1]]",2.0,,,0.275,,,1.0,1.0,0.6,0.7
4842,achong680714,2022-04-01,PostCovid,4,,"[[room, clean, 2]]",,1.0,,,0.3666666666666667,,,,,
4843,Shivani D,2022-04-01,PostCovid,4,,"[[breakfast, minimum, 3], [breakfast, servic, 3], [day, first, 4], [day, everi, 4]]",,,2.0,,,0.125,2.0,,0.0,
4844,William D,2022-04-01,PostCovid,4,,[],,,,,,,,,,
4845,Rachit320,2022-04-01,PostCovid,4,,"[[room, excess, 2], [room, unnecessari, 2], [pool, open, 3], [room, small, 2]]",,3.0,,,-0.08333333333333333,,1.0,,0.0,
4846,cgtan2022,2022-04-01,PostCovid,4,,"[[room, improv, 2], [work, key, 2]]",,2.0,,,0.0,,,,,
4847,marklcp,2022-04-01,PostCovid,4,,"[[room, ok, 2], [time, next, 1]]",,1.0,,,0.5,,,1.0,,0.0
4848,Yves8369,2022-04-01,PostCovid,4,,"[[room, tri, 2], [ask, coffe, 2], [room, instant, 2], [room, coffe, 2], [time, much, 1]]",,4.0,,,0.0,,,1.0,,0.2
4849,Fredericmilliet,2022-04-01,PostCovid,4,,"[[breakfast, servic, 3], [room, coffe, 2], [room, 'even coffe', 2], [day, whole, 4]]",,2.0,1.0,,0.0,0.2,1.0,,0.0,
4850,bspringett1954,2022-03-01,Covid,4,,"[[pool, nice, 3], [restaur, loung, 0], [hotel, due, 0], [hotel, covid, 0]]",3.0,,,-0.041666666666666664,,,1.0,,0.6,
4851,rs6an8s5ris9z185da,2022-04-01,PostCovid,4,,"[[staff, servic, 1]]",,,,,,,,1.0,,0.0
4852,jjsinghy,2022-03-01,Covid,4,,"[[hotel, great, 0]]",1.0,,,0.8,,,,,,
4853,johnraposas,2022-03-01,Covid,4,,"[[staff, best, 1]]",,,,,,,,1.0,,1.0
4854,hillys0322,2022-03-01,Covid,4,,"[[room, enough, 2], [bed, singl, 3], [servic, nice, 1], [stay, whole, 1]]",,1.0,,,0.0,,1.0,2.0,0.0,0.4
4855,Navigate66263,2022-03-01,Covid,4,,"[[time, riski, 1]]",,,,,,,,1.0,,0.0
4856,Birdymonkey,2022-03-01,Covid,4,,[],,,,,,,,,,
4857,whitefox44,2022-03-01,Covid,4,,"[[hotel, good, 0], [hotel, qualiti, 0], [room, insid, 2], [time, good, 1]]",2.0,1.0,,0.35,0.0,,,1.0,,0.7
4858,kyx_X,2022-03-01,Covid,4,,"[[pool, smooth, 3], [staycat, anoth, 1]]",,,,,,,1.0,1.0,0.4,0.0
4859,ALee990,2022-03-01,Covid,4,,"[[stay, great, 1], [staff, pleasant, 1], [room, due, 2]]",,1.0,,,-0.125,,,2.0,,0.7666666666666666
4860,tomowest,2022-03-01,Covid,4,,"[[stay, good, 1], [stay, 'small good', 1], [stay, short, 1]]",,,,,,,,3.0,,0.3083333333333333
4861,Jerome_Pegasus,2022-03-01,Covid,4,,"[[breakfast, servic, 3]]",,,,,,,1.0,,0.0,
4862,yongbeng,2022-03-01,Covid,4,,[],,,,,,,,,,
4863,Johntang1974,2022-03-01,Covid,4,5.0,"[[time, welcom, 1], [time, first, 1]]",,,,,,,,2.0,,0.125
4864,J E,2022-03-01,Covid,4,,"[[staff, pleasant, 1], [staff, experi, 1], [staff, pleasant, 1]]",,,,,,,,3.0,,0.4888888888888889
4865,eddylim2022,2022-03-01,Covid,4,,"[[room, good, 2], [room, servic, 2], [day, next, 4]]",,2.0,1.0,,0.35,0.0,,,,
4866,brianpranesh,2022-03-01,Covid,4,,"[[room, unabl, 2]]",,1.0,,,0.0,,,,,
4867,happytenworld,2022-03-01,Covid,4,,"[[place, best, 0]]",1.0,,,1.0,,,,,,
4868,Zachary,2022-03-01,Covid,4,,"[[place, great, 0]]",1.0,,,0.8,,,,,,
4869,rs6a396uu1l271aef0,2022-03-01,Covid,4,,"[[room, pleasant, 2], [room, experi, 2], [room, servic, 2], [room, quick, 2], [room, good, 2]]",,5.0,,,0.35333333333333333,,,,,
4870,OKJ,2022-03-01,Covid,4,,"[[stay, facilit, 1], [pool, swim, 3], [ask, final, 2]]",,1.0,,,0.0,,1.0,1.0,0.0,0.0
4871,Jackson Tay,2022-03-01,Covid,4,5.0,[],,,,,,,,,,
4872,Manimaran,2022-01-01,Covid,4,5.0,"[[day, last, 4]]",,,1.0,,,0.0,,,,
4873,lutforrahmanlabu553,2021-12-01,Covid,4,,"[[hotel, puntual, 0]]",1.0,,,0.0,,,,,,
4874,sivaavp2,2021-11-01,Covid,4,,"[[time, good, 1]]",,,,,,,,1.0,,0.7
4875,Sivakumar R,2021-12-01,Covid,4,5.0,[],,,,,,,,,,
4876,Guri,2021-11-01,Covid,4,,"[[room, guri, 2], [room, nice, 2], [food, good, 0], [food, 'also good', 0]]",2.0,2.0,,0.7,0.3,,,,,
4877,Kannan Prabu,2021-11-01,Covid,4,5.0,[],,,,,,,,,,
4878,punith345,2021-11-01,Covid,4,,"[[room, good, 2]]",,1.0,,,0.7,,,,,
4879,aruwshcsg,2021-11-01,Covid,4,,"[[food, good, 0], [time, deliveri, 1]]",1.0,,,0.7,,,,1.0,,0.0
4880,mukil272,2021-11-01,Covid,4,,"[[food, choic, 0], [food, worst, 0]]",2.0,,,-0.5,,,,,,
4881,Saw W,2021-11-01,Covid,4,,"[[friendli, good, 1], [place, famou, 0]]",1.0,,,0.0,,,,1.0,,0.7
4882,Parthi,2021-11-01,Covid,4,,"[[room, good, 2], [time, next, 1], [time, good, 1], [time, servic, 1]]",,1.0,,,0.7,,,3.0,,0.2333333333333333
4883,Kamaraj Karthick,2021-11-01,Covid,4,,"[[work, good, 2], [work, 'fast good', 2]]",,2.0,,,0.575,,,,,
4884,Cyndrell,2021-11-01,Covid,4,,[],,,,,,,,,,
4885,Kazi Arif Islam,2021-11-01,Covid,4,5.0,[],,,,,,,,,,
4886,SHAFIQUL ISLAM,2021-11-01,Covid,4,5.0,"[[time, good, 1]]",,,,,,,,1.0,,0.7
4887,480Kamrul,2021-11-01,Covid,4,5.0,"[[room, good, 2], [room, 'also good', 2], [room, good, 2], [room, 'also good', 2], [place, big, 0]]",1.0,4.0,,0.0,0.7,,,,,
4888,bug,2021-11-01,Covid,4,,"[[staff, modern, 1], [staff, ideal, 1], [day, entir, 4], [room, insid, 2]]",,1.0,1.0,,0.0,0.0,,2.0,,0.55
4889,Kenneth,2021-11-01,Covid,4,,"[[staff, great, 1], [staff, nice, 1], [staff, clean, 1], [stay, good, 1]]",,,,,,,,4.0,,0.6166666666666667
4890,Sai Sai,2021-10-01,Covid,4,,"[[check, notic, 4], [breakfast, morn, 3]]",,,1.0,,,0.0,1.0,,0.0,
4891,Julie,2021-11-01,Covid,4,,"[[help, nice, 1], [room, everi, 2], [room, morn, 2], [room, total, 2], [room, red, 2]]",,4.0,,,0.0,,,1.0,,0.6
4892,C S,2020-12-01,Covid,4,,[],,,,,,,,,,
4893,Derek Y,2021-09-01,Covid,4,,"[[hotel, warehous, 0], [room, good, 2], [room, normal, 2], [staff, servic, 1], [staff, great, 1]]",1.0,2.0,,0.0,0.425,,,2.0,,0.4
4894,Kate,2021-07-01,Covid,4,,"[[day, everi, 4]]",,,1.0,,,0.0,,,,
4895,mhchan333,2021-08-01,Covid,4,,[],,,,,,,,,,
4896,Wai Wai,2021-08-01,Covid,4,,"[[hotel, great, 0], [place, good, 0]]",2.0,,,0.75,,,,,,
4897,arleneasg,2021-07-01,Covid,4,,"[[room, recoveri, 2], [bed, singl, 3], [time, everi, 1]]",,1.0,,,0.0,,1.0,1.0,0.0,0.0
4898,Aaron,2021-08-01,Covid,4,4.0,"[[room, overal, 2], [bed, proper, 3]]",,1.0,,,0.0,,1.0,,0.0,
4899,Caleb H,2021-08-01,Covid,4,,"[[time, everi, 1]]",,,,,,,,1.0,,0.0
4900,nicole,2021-08-01,Covid,4,5.0,[],,,,,,,,,,
4901,Sai,2021-07-01,Covid,4,,"[[room, clean, 2], [staff, good, 1], [day, last, 4]]",,1.0,1.0,,0.3666666666666667,0.0,,1.0,,0.7
4902,Reis03,2021-07-01,Covid,4,,"[[comfort, pleasant, 3]]",,,,,,,1.0,,0.7333333333333333,
4903,berrysnapppp,2021-08-01,Covid,4,,[],,,,,,,,,,
4904,Kain,2021-08-01,Covid,4,5.0,"[[day, great, 4], [comfort, 'even go', 3]]",,,1.0,,,0.8,1.0,,0.0,
4905,Liyana,2021-08-01,Covid,4,,[],,,,,,,,,,
4906,Regine Ryza,2021-08-01,Covid,4,5.0,"[[pool, 'also game', 3], [room, someth, 2]]",,1.0,,,0.0,,1.0,,-0.4,
4907,litahadi,2021-08-01,Covid,4,,"[[room, servic, 2], [room, clean, 2], [day, delish, 4], [day, everi, 4]]",,2.0,2.0,,0.18333333333333335,0.0,,,,
4908,Nur,2021-08-01,Covid,4,,[],,,,,,,,,,
4909,Goh,2021-08-01,Covid,4,5.0,[],,,,,,,,,,
4910,Neelam S,2021-07-01,Covid,4,,"[[hotel, nice, 0], [staff, live, 1]]",1.0,,,0.6,,,,1.0,,0.13636363636363635
4911,Z_W,2021-07-01,Covid,4,,[],,,,,,,,,,
4912,Rama B,2021-07-01,Covid,4,,"[[friendli, nice, 1]]",,,,,,,,1.0,,0.6
4913,grramaprasad,2021-07-01,Covid,4,,"[[room, servic, 2]]",,1.0,,,0.0,,,,,
4914,isaaclynn07,2021-06-01,Covid,4,,"[[place, nice, 0], [time, next, 1]]",1.0,,,0.6,,,,1.0,,0.0
4915,Zhiejacob032715,2021-07-01,Covid,4,,[],,,,,,,,,,
4916,Kkhaii,2021-07-01,Covid,4,,"[[help, actual, 1]]",,,,,,,,1.0,,0.0
4917,charmtsk,2021-07-01,Covid,4,,[],,,,,,,,,,
4918,JP,2021-07-01,Covid,4,,"[[day, good, 4], [staff, great, 1], [time, patient, 1], [work, great, 2]]",,1.0,1.0,,0.8,0.7,,2.0,,0.4
4919,Charmaine,2021-07-01,Covid,4,5.0,"[[hotel, best, 0], [food, maximum, 0]]",2.0,,,0.5,,,,,,
4920,fadildo,2021-07-01,Covid,4,,"[[staff, nice, 1], [servic, nice, 1], [stay, exeperi, 1]]",,,,,,,,3.0,,0.39999999999999997
4921,Damien Ong,2021-07-01,Covid,4,,"[[staff, okay, 1]]",,,,,,,,1.0,,0.5
4922,Laguidao sheryl,2021-07-01,Covid,4,,"[[staff, nice, 1]]",,,,,,,,1.0,,0.6
4923,Miguel,2021-07-01,Covid,4,,"[[stay, short, 1]]",,,,,,,,1.0,,0.0
4924,Jane K,2021-07-01,Covid,4,5.0,"[[room, good, 2], [room, servic, 2], [help, pleasant, 1], [friendli, incred, 1]]",,2.0,,,0.35,,,2.0,,0.36666666666666664
4925,R5,2021-07-01,Covid,4,5.0,[],,,,,,,,,,
4926,JL Lim,2021-07-01,Covid,4,,[],,,,,,,,,,
4927,Ng K,2021-07-01,Covid,4,5.0,"[[staff, servic, 1], [hotel, overal, 0]]",1.0,,,0.0,,,,1.0,,0.0
4928,airasweetiepie,2021-07-01,Covid,4,,"[[friendli, great, 1]]",,,,,,,,1.0,,0.8
4929,Dave L,2021-07-01,Covid,4,,[],,,,,,,,,,
4930,Tanisa,2021-07-01,Covid,4,,"[[help, incred, 1], [room, great, 2], [enjoy, singapor, 1]]",,1.0,,,0.8,,,2.0,,0.2
4931,Tommy Ng,2021-07-01,Covid,4,,"[[staff, servic, 1], [staff, great, 1], [staff, servic, 1], [work, thank, 2], [work, good, 2]]",,2.0,,,0.35,,,3.0,,0.26666666666666666
4932,Ervin tan,2021-07-01,Covid,4,,[],,,,,,,,,,
4933,Aira,2021-07-01,Covid,4,,"[[day, everi, 4], [work, good, 2]]",,1.0,1.0,,0.7,0.0,,,,
4934,Larry,2021-07-01,Covid,4,,"[[room, great, 2], [need, respond, 2]]",,2.0,,,0.4,,,,,
4935,Hero L,2021-07-01,Covid,4,,"[[check, fast, 4], [room, environ, 2], [room, nice, 2], [staff, best, 1]]",,2.0,1.0,,0.3,0.2,,1.0,,1.0
4936,Yong David,2021-07-01,Covid,4,5.0,"[[room, environ, 2], [room, nice, 2], [staff, servic, 1], [staff, nice, 1], [staff, good, 1]]",,2.0,,,0.3,,,3.0,,0.4333333333333333
4937,Hero Lim,2021-07-01,Covid,4,,"[[check, servic, 4], [check, fast, 4], [room, live, 2]]",,1.0,2.0,,0.13636363636363635,0.1,,,,
4938,Armando Dimaano,2021-07-01,Covid,4,,[],,,,,,,,,,
4939,Jean T,2021-07-01,Covid,4,,"[[night, trivia, 3], [staff, proud, 1], [room, far, 2], [shower, bigger, 2]]",,2.0,,,0.05,,1.0,1.0,0.0,0.8
4940,Kamrani,2021-07-01,Covid,4,,"[[room, perfect, 2]]",,1.0,,,1.0,,,,,
4941,Louis kong sieng hao,2021-07-01,Covid,4,5.0,[],,,,,,,,,,
4942,Ko ko,2021-07-01,Covid,4,,[],,,,,,,,,,
4943,Vanessasqh,2021-07-01,Covid,4,,[],,,,,,,,,,
4944,Koko,2021-06-01,Covid,4,,"[[need, nice, 2]]",,1.0,,,0.6,,,,,
4945,Allan Moreno,2021-06-01,Covid,4,,[],,,,,,,,,,
4946,David,2021-06-01,Covid,4,,[],,,,,,,,,,
4947,mohamad joha J,2021-06-01,Covid,4,5.0,"[[bed, soft, 3]]",,,,,,,1.0,,0.1,
4948,Yong Goat,2021-06-01,Covid,4,,[],,,,,,,,,,
4949,Chow656,2021-06-01,Covid,4,,"[[food, due, 0]]",1.0,,,-0.125,,,,,,
4950,Joseph Tan,2021-06-01,Covid,4,,[],,,,,,,,,,
4951,Wai,2021-06-01,Covid,4,5.0,[],,,,,,,,,,
4952,Chua Les,2021-06-01,Covid,4,,"[[staff, warm, 1]]",,,,,,,,1.0,,0.6
4953,Ling,2021-06-01,Covid,4,4.0,[],,,,,,,,,,
4954,Jamie,2021-06-01,Covid,4,,"[[friendli, toiletri, 1], [friendli, super, 1]]",,,,,,,,2.0,,0.16666666666666666
4955,Michael,2021-06-01,Covid,4,5.0,"[[food, servic, 0]]",1.0,,,0.0,,,,,,
4956,Florence Joy F. Antonio,2021-06-01,Covid,4,5.0,"[[room, nice, 2], [room, clean, 2]]",,2.0,,,0.48333333333333334,,,,,
4957,Novak Lin,2021-06-01,Covid,4,,"[[room, clean, 2]]",,1.0,,,0.3666666666666667,,,,,
4958,Sharon Lee,2021-06-01,Covid,4,5.0,[],,,,,,,,,,
4959,Djnisha,2021-06-01,Covid,4,,"[[friendli, good, 1]]",,,,,,,,1.0,,0.7
4960,CHAN CHI wai,2021-06-01,Covid,4,,"[[time, clean, 1], [time, servic, 1], [time, satisfi, 1]]",,,,,,,,3.0,,0.12222222222222223
4961,Deaneesa,2021-06-01,Covid,4,,[],,,,,,,,,,
4962,Kieth Tamani,2021-06-01,Covid,4,,"[[friendli, servic, 1], [friendli, good, 1]]",,,,,,,,2.0,,0.35
4963,Daineal PL,2021-06-01,Covid,4,,"[[room, whatsapp, 2]]",,1.0,,,0.0,,,,,
4964,EL,2021-06-01,Covid,4,,[],,,,,,,,,,
4965,fandisuaidi,2021-06-01,Covid,4,,"[[room, morn, 2]]",,1.0,,,0.0,,,,,
4966,Steven Chan,2021-06-01,Covid,4,,[],,,,,,,,,,
4967,Meta,2021-05-01,Covid,4,,"[[hotel, servic, 0], [staff, cute, 1]]",1.0,,,0.0,,,,1.0,,0.5
4968,HailleyK,2021-06-01,Covid,4,,[],,,,,,,,,,
4969,Sky Sim,2021-06-01,Covid,4,,"[[place, choic, 0]]",1.0,,,0.0,,,,,,
4970,Vicky.t,2021-06-01,Covid,4,,"[[comfort, nice, 3]]",,,,,,,1.0,,0.6,
4971,haroldtan56,2021-06-01,Covid,4,,"[[room, clean, 2]]",,1.0,,,0.3666666666666667,,,,,
4972,Fandi,2021-06-01,Covid,4,,"[[room, nice, 2], [room, warm, 2]]",,2.0,,,0.6,,,,,
4973,Debie Raziel Miguela,2021-06-01,Covid,4,5.0,"[[staff, good, 1]]",,,,,,,,1.0,,0.7
4974,irdina59,2021-05-01,Covid,4,,[],,,,,,,,,,
4975,CheryL,2021-05-01,Covid,4,,"[[hotel, good, 0], [room, differ, 2]]",1.0,1.0,,0.7,0.0,,,,,
4976,Leanchew C,2021-05-01,Covid,4,,[],,,,,,,,,,
4977,Gideon M,2021-06-01,Covid,4,,"[[room, cheap, 2], [room, rental, 2]]",,2.0,,,0.2,,,,,
4978,Ashikin,2021-05-01,Covid,4,,"[[place, good, 0], [hotel, fine, 0]]",2.0,,,0.5583333333333333,,,,,,
4979,Dhaniyah,2021-05-01,Covid,4,,[],,,,,,,,,,
4980,elizabeth,2021-04-01,Covid,4,,"[[comfort, nice, 3]]",,,,,,,1.0,,0.6,
4981,raynentang,2021-05-01,Covid,4,,[],,,,,,,,,,
4982,elezabeef,2021-05-01,Covid,4,,[],,,,,,,,,,
4983,jai S,2021-05-01,Covid,4,,"[[room, much, 2]]",,1.0,,,0.2,,,,,
4984,Rajesh,2021-05-01,Covid,4,5.0,"[[room, nice, 2]]",,1.0,,,0.6,,,,,
4985,Simon Yeo,2021-05-01,Covid,4,,"[[stay, encourag, 1]]",,,,,,,,1.0,,0.0
4986,christineyuko,2021-05-01,Covid,4,,"[[breakfast, nice, 3]]",,,,,,,1.0,,0.6,
4987,v00n123,2021-05-01,Covid,4,,"[[friendli, good, 1], [hour, everi, 4], [room, good, 2]]",,1.0,1.0,,0.7,0.0,,1.0,,0.7
4988,9157777,2021-05-01,Covid,4,,"[[room, nice, 2], [hotel, nice, 0], [staff, good, 1]]",1.0,1.0,,0.6,0.6,,,1.0,,0.7
4989,meldimuswizar,2021-05-01,Covid,4,,[],,,,,,,,,,
4990,kamshihhui,2021-05-01,Covid,4,,"[[room, insid, 2], [friendli, nice, 1]]",,1.0,,,0.0,,,1.0,,0.6
4991,minweiah585,2021-05-01,Covid,4,,"[[hotel, fast, 0], [room, good, 2], [room, servic, 2]]",1.0,2.0,,0.2,0.35,,,,,
4992,Muhd Faidzul,2021-05-01,Covid,4,,"[[staff, everi, 1], [room, servic, 2], [room, bigger, 2]]",,2.0,,,0.0,,,1.0,,0.0
4993,LLK,2021-05-01,Covid,4,,"[[room, prompt, 2], [room, servic, 2], [room, clean, 2], [hour, peak, 4], [hour, 'even peak', 4], [room, strong, 2]]",,4.0,2.0,,0.2,0.0,,,,
4994,Grace H,2021-05-01,Covid,4,4.0,[],,,,,,,,,,
4995,Fang Fang,2021-05-01,Covid,4,,"[[room, fast, 2]]",,1.0,,,0.2,,,,,
4996,Dannnn,2021-05-01,Covid,4,,"[[room, skip, 2], [place, good, 0], [stay, good, 1]]",1.0,1.0,,0.7,0.0,,,1.0,,0.7
4997,Dalston,2021-05-01,Covid,4,5.0,"[[hour, someth, 4], [hour, notic, 4]]",,,2.0,,,0.0,,,,
4998,Jace,2021-05-01,Covid,4,,"[[servic, fast, 1]]",,,,,,,,1.0,,0.2
4999,Esther,2021-05-01,Covid,4,,"[[staff, servic, 1], [room, best, 2], [room, satisfi, 2]]",,2.0,,,0.5,,,1.0,,0.0
5000,Purbo,2021-04-01,Covid,4,,[],,,,,,,,,,
5001,ChanRP,2021-04-01,Covid,4,,"[[stay, perfect, 1], [stay, 'everyth perfect', 1], [stay, nice, 1]]",,,,,,,,3.0,,0.8666666666666667
5002,usha,2021-04-01,Covid,4,,"[[food, small, 0], [hotel, pleasant, 0]]",2.0,,,0.24166666666666664,,,,,,
5003,Suresh8001,2021-04-01,Covid,4,5.0,[],,,,,,,,,,
5004,Diveiyaraj,2021-04-01,Covid,4,5.0,"[[day, good, 4]]",,,1.0,,,0.7,,,,
5005,Vejai K,2021-04-01,Covid,4,,"[[staff, good, 1], [day, everi, 4]]",,,1.0,,,0.0,,1.0,,0.7
5006,Asha,2021-03-01,Covid,4,,"[[room, cold, 2], [room, due, 2], [room, environ, 2]]",,3.0,,,-0.24166666666666667,,,,,
5007,James,2021-04-01,Covid,4,5.0,"[[friendli, super, 1]]",,,,,,,,1.0,,0.3333333333333333
5008,Muhamad shahir Aqmal,2021-03-01,Covid,4,,[],,,,,,,,,,
5009,Tan H,2021-04-01,Covid,4,,"[[room, good, 2], [bathroom, hanger, 2], [bathroom, insid, 2]]",,3.0,,,0.2333333333333333,,,,,
5010,Tan jia yue,2021-04-01,Covid,4,5.0,"[[singapor, choic, 0]]",1.0,,,0.0,,,,,,
5011,Sarathilakogulan.,2021-04-01,Covid,4,5.0,"[[time, great, 1]]",,,,,,,,1.0,,0.8
5012,Sharan_324,2021-03-01,Covid,4,,"[[room, best, 2], [room, servic, 2], [staff, nice, 1]]",,2.0,,,0.5,,,1.0,,0.6
5013,Lim Peiyu,2021-03-01,Covid,4,,"[[hotel, great, 0], [room, nice, 2]]",1.0,1.0,,0.8,0.6,,,,,
5014,Departure56230911732,2021-03-01,Covid,4,,"[[help, nice, 1], [need, best, 2]]",,1.0,,,1.0,,,1.0,,0.6
5015,Tiwashish,2021-03-01,Covid,4,,[],,,,,,,,,,
5016,Hotel reporter,2021-03-01,Covid,4,5.0,"[[friendli, nice, 1], [day, bad, 4], [time, longer, 1]]",,,1.0,,,-0.6999999999999998,,2.0,,0.3
